sale_date,sale_year,sale_month,sale_quarter,weekday,store,region,category,product_name,quantity,unit_price,total_sales
2024-10-01,2024.0,10.0,4.0,Tuesday,Store D,NORTH,ELECTRONICS,Laptop Pro15,2,1695.0,3220.38
2024-08-18,2024.0,8.0,3.0,Sunday,Store-E,SOUTH,ACCESSORIES,Laptop Pro - 15,6,1663.53,9981.18
2024-06-17,2024.0,6.0,2.0,Monday,Store A,NORTH,ACCESSORIES,Smartphone X,3,858.48,2575.44
2024-03-19,2024.0,3.0,1.0,Tuesday,Store B,NORTH,ACCESSORIES,Laptop Pro - 15,8,1117.21,798.37
2024-01-10,2024.0,1.0,1.0,Wednesday,Store B,EAST,ACCESSORIES,Smartfone X,6,100.72,604.32
2024-05-31,2024.0,5.0,2.0,Friday,Store-D,WEST,ACCESSORIES,Laptop Pro - 15,4,619.34,2477.36
2024-07-16,2024.0,7.0,3.0,Tuesday,Store E,NORTH,ELECTRONICS,Smartfone X,10,1411.55,14115.5
2024-05-26,2024.0,5.0,2.0,Sunday,Store E,WEST,ELECTRONICS,Smartfone X,3,27.81,83.43
2024-08-21,2024.0,8.0,3.0,Wednesday,Store B,SOUTH,ELECTRONICS,Smartphone X,1,370.36,370.36
2024-02-02,2024.0,2.0,1.0,Friday,Store A,NORTH,ACCESSORIES,Laptop Pro - 15,10,1554.95,15549.5
2024-01-16,2024.0,1.0,1.0,Tuesday,Store D,EAST,ACCESSORIES,Smartphone X,9,1971.77,17745.93
2024-06-25,2024.0,6.0,2.0,Tuesday,Store-C,SOUTH,ELECTRONICS,Laptop Pro - 15,10,948.37,9483.7
2024-01-16,2024.0,1.0,1.0,Tuesday,Store-C,WEST,ACCESSORIES,Laptop Pro 15,10,309.84,4654.35
2024-11-28,2024.0,11.0,4.0,Thursday,Store-A,SOUTH,ACCESSORIES,Smartfone X,7,441.49,4310.05
2024-04-07,2024.0,4.0,2.0,Sunday,Store-D,NORTH,ACCESSORIES,Tablet Plus,8,1550.9,12407.2
2024-03-25,2024.0,3.0,1.0,Monday,Store C,SOUTH,ELECTRONICS,Laptop Pro15,9,711.33,6401.97
2024-10-04,2024.0,10.0,4.0,Friday,Store-C,SOUTH,ACCESSORIES,Laptop Pro 15,8,167.03,1336.24
2024-09-12,2024.0,9.0,3.0,Thursday,Store-E,EAST,ELECTRONICS,Smart Phone X,1,792.78,2423.41
2024-11-30,2024.0,11.0,4.0,Saturday,Store-D,EAST,ACCESSORIES,Smartfone X,2,1144.83,2289.66
2024-02-02,2024.0,2.0,1.0,Friday,Store-C,SOUTH,ELECTRONICS,Laptop Pro 15,6,1208.28,7249.68
2024-04-10,2024.0,4.0,2.0,Wednesday,Store A,NORTH,ELECTRONICS,Tablet Plus,1,1091.78,1379.95
2024-11-21,2024.0,11.0,4.0,Thursday,Store B,SOUTH,ACCESSORIES,Laptop Pro - 15,6,79.92,674.94
2024-02-16,2024.0,2.0,1.0,Friday,Store D,NORTH,ELECTRONICS,Tablet Plus,7,1515.39,10607.73
2024-03-24,2024.0,3.0,1.0,Sunday,Store-C,WEST,ACCESSORIES,Smartphone X,5,339.72,3535.4
2024-04-24,2024.0,4.0,2.0,Wednesday,Store-C,WEST,ACCESSORIES,Tablet,99,1213.74,120160.26
2024-04-29,2024.0,4.0,2.0,Monday,Store E,EAST,ELECTRONICS,Ltp Pro 15,6,446.0,2676.0
2024-04-13,2024.0,4.0,2.0,Saturday,Store-B,WEST,ELECTRONICS,Tablet,7,144.68,1012.76
2024-11-28,2024.0,11.0,4.0,Thursday,Store E,WEST,ELECTRONICS,Smartphone X,3,20.29,60.87
2024-03-15,2024.0,3.0,1.0,Friday,Store A,SOUTH,ACCESSORIES,Smart Phone X,6,207.5,1245.0
2024-03-16,2024.0,3.0,1.0,Saturday,Store-A,WEST,ACCESSORIES,Smartphone X,3,1702.65,5107.95
2024-07-25,2024.0,7.0,3.0,Thursday,Store A,NORTH,ACCESSORIES,Ltp Pro 15,2,385.58,4978.35
2024-05-04,2024.0,5.0,2.0,Saturday,Store-D,SOUTH,ACCESSORIES,Tablet,1,1150.09,1150.09
2024-08-11,2024.0,8.0,3.0,Sunday,Store A,WEST,ACCESSORIES,Tablet,9,1749.13,3037.26
2024-10-22,2024.0,10.0,4.0,Tuesday,Store-B,SOUTH,ELECTRONICS,Smart Phone X,4,870.07,953.34
2024-01-21,2024.0,1.0,1.0,Sunday,Store-B,EAST,ACCESSORIES,Smartfone X,5,943.24,3344.03
2024-05-03,2024.0,5.0,2.0,Friday,Store-E,SOUTH,ACCESSORIES,Smartphone X,6,796.21,1143.33
2024-03-25,2024.0,3.0,1.0,Monday,Store-E,WEST,ELECTRONICS,Tablet Plus,2,724.23,1448.46
2024-12-07,2024.0,12.0,4.0,Saturday,Store E,NORTH,ACCESSORIES,Smartphone X,1,580.2,580.2
2024-10-09,2024.0,10.0,4.0,Wednesday,Store D,WEST,ELECTRONICS,Tablet,7,899.79,841.48
2024-11-19,2024.0,11.0,4.0,Tuesday,Store D,SOUTH,ACCESSORIES,Laptop Pro15,9,352.41,3171.69
2024-01-26,2024.0,1.0,1.0,Friday,Store E,NORTH,ACCESSORIES,Tablet Plus,5,1673.13,962.31
2024-11-06,2024.0,11.0,4.0,Wednesday,Store B,SOUTH,ACCESSORIES,Smartphone X,8,1487.18,11897.44
2024-03-25,2024.0,3.0,1.0,Monday,Store A,EAST,ELECTRONICS,Tablet,1,91.69,3373.46
2024-04-13,2024.0,4.0,2.0,Saturday,Store E,WEST,ACCESSORIES,Laptop Pro - 15,2,1830.69,3661.38
2024-03-04,2024.0,3.0,1.0,Monday,Store A,NORTH,ELECTRONICS,Ltp Pro 15,1,976.68,4531.37
2024-07-03,2024.0,7.0,3.0,Wednesday,Store-A,SOUTH,ELECTRONICS,Ltp Pro 15,2,70.98,4024.36
2024-12-04,2024.0,12.0,4.0,Wednesday,Store-C,EAST,ACCESSORIES,Smartfone X,3,908.63,107.26
2024-09-13,2024.0,9.0,3.0,Friday,Store-D,SOUTH,ACCESSORIES,Laptop Pro 15,3,1063.87,3191.61
2024-08-15,2024.0,8.0,3.0,Thursday,Store-A,NORTH,ACCESSORIES,Smartfone X,9,1512.19,13609.71
2024-02-12,2024.0,2.0,1.0,Monday,Store B,NORTH,ELECTRONICS,Ltp Pro 15,8,1142.54,9140.32
2024-09-08,2024.0,9.0,3.0,Sunday,Store A,NORTH,ELECTRONICS,Smart Phone X,7,753.81,5276.67
2024-05-10,2024.0,5.0,2.0,Friday,Store E,EAST,ELECTRONICS,Laptop Pro15,2,834.39,1668.78
2024-03-05,2024.0,3.0,1.0,Tuesday,Store-B,SOUTH,ELECTRONICS,Smartfone X,5,934.19,4193.22
2024-09-23,2024.0,9.0,3.0,Monday,Store B,EAST,ACCESSORIES,Laptop Pro 15,1,318.33,2367.73
2024-07-13,2024.0,7.0,3.0,Saturday,Store C,NORTH,ELECTRONICS,Tablet Plus,4,856.39,3425.56
2024-11-11,2024.0,11.0,4.0,Monday,Store-D,WEST,ACCESSORIES,Smartfone X,9,1348.84,4962.13
2024-09-17,2024.0,9.0,3.0,Tuesday,Store D,SOUTH,ACCESSORIES,Ltp Pro 15,8,1242.59,9940.72
2024-01-23,2024.0,1.0,1.0,Tuesday,Store-C,EAST,ELECTRONICS,Tablet,2,1835.84,3786.05
2024-09-21,2024.0,9.0,3.0,Saturday,Store C,SOUTH,ACCESSORIES,Tablet,7,764.76,2906.78
2024-05-11,2024.0,5.0,2.0,Saturday,Store B,SOUTH,ELECTRONICS,Tablet,8,1826.78,14614.24
2024-11-25,2024.0,11.0,4.0,Monday,Store D,EAST,ACCESSORIES,Tablet Plus,10,1637.23,16372.3
2024-05-14,2024.0,5.0,2.0,Tuesday,Store E,NORTH,ELECTRONICS,Smartphone X,5,838.71,4193.55
2024-07-17,2024.0,7.0,3.0,Wednesday,Store-E,NORTH,ACCESSORIES,Laptop Pro15,2,1373.52,4327.95
2024-03-10,2024.0,3.0,1.0,Sunday,Store E,SOUTH,ELECTRONICS,Smartfone X,10,1915.44,1069.77
2024-01-16,2024.0,1.0,1.0,Tuesday,Store D,WEST,ACCESSORIES,Laptop Pro 15,6,1828.96,73.66
2024-04-09,2024.0,4.0,2.0,Tuesday,Store-E,NORTH,ACCESSORIES,Laptop Pro 15,5,1722.16,8610.8
2024-07-20,2024.0,7.0,3.0,Saturday,Store C,SOUTH,ELECTRONICS,Tablet Plus,10,1672.65,3245.15
2024-11-23,2024.0,11.0,4.0,Saturday,Store A,SOUTH,ELECTRONICS,Laptop Pro15,3,899.8,2699.4
2024-05-26,2024.0,5.0,2.0,Sunday,Store C,EAST,ACCESSORIES,Tablet,5,520.28,1031.27
2024-06-20,2024.0,6.0,2.0,Thursday,Store C,WEST,ELECTRONICS,Laptop Pro15,4,97.32,389.28
2024-08-07,2024.0,8.0,3.0,Wednesday,Store-E,EAST,ELECTRONICS,Smartfone X,9,1810.57,753.08
2024-06-11,2024.0,6.0,2.0,Tuesday,Store-B,WEST,ACCESSORIES,Laptop Pro 15,7,1197.91,1446.53
2024-10-28,2024.0,10.0,4.0,Monday,Store D,SOUTH,ACCESSORIES,Tablet,2,205.26,410.52
2024-08-29,2024.0,8.0,3.0,Thursday,Store-D,WEST,ACCESSORIES,Ltp Pro 15,7,1779.86,12459.02
2024-10-17,2024.0,10.0,4.0,Thursday,Store B,NORTH,ACCESSORIES,Smart Phone X,1,1864.99,1864.99
2024-04-03,2024.0,4.0,2.0,Wednesday,Store-B,EAST,ACCESSORIES,Laptop Pro15,6,974.42,5846.52
2024-07-29,2024.0,7.0,3.0,Monday,Store B,WEST,ELECTRONICS,Smartfone X,5,1797.36,220.92
2024-03-03,2024.0,3.0,1.0,Sunday,Store-E,EAST,ACCESSORIES,Laptop Pro15,1,605.3,605.3
2024-04-08,2024.0,4.0,2.0,Monday,Store D,WEST,ACCESSORIES,Smartfone X,1,88.7,88.7
2024-03-02,2024.0,3.0,1.0,Saturday,Store-D,EAST,ELECTRONICS,Smartfone X,5,493.02,2465.1
2024-01-23,2024.0,1.0,1.0,Tuesday,Store-A,NORTH,ELECTRONICS,Smart Phone X,6,339.86,4166.76
2024-10-31,2024.0,10.0,4.0,Thursday,Store D,NORTH,ELECTRONICS,Smart Phone X,10,1637.96,16379.6
2024-07-02,2024.0,7.0,3.0,Tuesday,Store E,WEST,ACCESSORIES,Smartphone X,7,1268.44,8879.08
2024-09-06,2024.0,9.0,3.0,Friday,Store-B,SOUTH,ELECTRONICS,Smartfone X,1,540.77,859.42
2024-02-12,2024.0,2.0,1.0,Monday,Store E,SOUTH,ELECTRONICS,Laptop Pro - 15,7,1213.41,8493.87
2024-02-02,2024.0,2.0,1.0,Friday,Store A,SOUTH,ELECTRONICS,Tablet,5,1174.87,5874.35
2024-06-20,2024.0,6.0,2.0,Thursday,Store-D,NORTH,ACCESSORIES,Laptop Pro 15,7,1299.99,9099.93
2024-04-13,2024.0,4.0,2.0,Saturday,Store D,WEST,ACCESSORIES,Ltp Pro 15,5,1801.57,9007.85
2024-05-26,2024.0,5.0,2.0,Sunday,Store E,WEST,ELECTRONICS,Tablet Plus,1,1895.17,2083.47
2024-09-02,2024.0,9.0,3.0,Monday,Store-D,EAST,ACCESSORIES,Laptop Pro15,1,923.12,923.12
2024-08-11,2024.0,8.0,3.0,Sunday,Store E,WEST,ACCESSORIES,Tablet,4,1110.52,4442.08
2024-07-04,2024.0,7.0,3.0,Thursday,Store B,WEST,ACCESSORIES,Laptop Pro 15,8,1147.38,3194.77
2024-10-03,2024.0,10.0,4.0,Thursday,Store A,SOUTH,ACCESSORIES,Laptop Pro - 15,8,71.52,572.16
2024-03-07,2024.0,3.0,1.0,Thursday,Store B,EAST,ACCESSORIES,Smartphone X,2,1647.63,3295.26
2024-05-11,2024.0,5.0,2.0,Saturday,Store C,NORTH,ELECTRONICS,Smartfone X,5,1578.15,3016.11
2024-08-25,2024.0,8.0,3.0,Sunday,Store-C,EAST,ELECTRONICS,Laptop Pro - 15,4,1277.17,5108.68
2024-06-05,2024.0,6.0,2.0,Wednesday,Store E,SOUTH,ACCESSORIES,Ltp Pro 15,1,1042.99,1042.99
2024-07-29,2024.0,7.0,3.0,Monday,Store-B,WEST,ACCESSORIES,Ltp Pro 15,5,569.6,1137.16
2024-08-04,2024.0,8.0,3.0,Sunday,Store B,SOUTH,ACCESSORIES,Ltp Pro 15,3,1126.28,3378.84
2024-04-22,2024.0,4.0,2.0,Monday,Store C,WEST,ELECTRONICS,Tablet,6,1299.99,7799.94
2024-12-01,2024.0,12.0,4.0,Sunday,Store B,NORTH,ELECTRONICS,Tablet,2,1207.01,3358.22
2024-08-15,2024.0,8.0,3.0,Thursday,Store-C,WEST,ELECTRONICS,Tablet,3,302.03,3593.8
2024-10-10,2024.0,10.0,4.0,Thursday,Store-B,SOUTH,ELECTRONICS,Smartphone X,4,1818.68,7274.72
2024-06-01,2024.0,6.0,2.0,Saturday,Store A,WEST,ELECTRONICS,Laptop Pro15,10,1166.78,4585.36
2024-11-11,2024.0,11.0,4.0,Monday,Store D,WEST,ELECTRONICS,Ltp Pro 15,9,1299.99,11699.91
2024-02-07,2024.0,2.0,1.0,Wednesday,Store D,SOUTH,ACCESSORIES,Laptop Pro 15,2,824.12,1019.62
2024-12-08,2024.0,12.0,4.0,Sunday,Store-C,NORTH,ACCESSORIES,Ltp Pro 15,4,498.77,1995.08
2024-11-10,2024.0,11.0,4.0,Sunday,Store B,EAST,ELECTRONICS,Smartfone X,7,1345.55,9418.85
2024-04-09,2024.0,4.0,2.0,Tuesday,Store-C,EAST,ELECTRONICS,Laptop Pro - 15,6,810.85,4865.1
2024-12-25,2024.0,12.0,4.0,Wednesday,Store D,EAST,ELECTRONICS,Smart Phone X,1,952.29,952.29
2024-08-23,2024.0,8.0,3.0,Friday,Store-D,SOUTH,ACCESSORIES,Laptop Pro 15,7,1422.66,3445.63
2024-05-30,2024.0,5.0,2.0,Thursday,Store-C,EAST,ELECTRONICS,Smartfone X,8,1299.99,10399.92
2024-01-04,2024.0,1.0,1.0,Thursday,Store A,EAST,ELECTRONICS,Smart Phone X,3,1750.1,5250.3
2024-04-03,2024.0,4.0,2.0,Wednesday,Store-B,SOUTH,ACCESSORIES,Smartfone X,8,1371.02,10968.16
2024-03-28,2024.0,3.0,1.0,Thursday,Store D,SOUTH,ELECTRONICS,Ltp Pro 15,5,1501.69,7508.45
2024-01-18,2024.0,1.0,1.0,Thursday,Store-A,SOUTH,ELECTRONICS,Tablet,9,1129.88,4675.79
2024-01-20,2024.0,1.0,1.0,Saturday,Store C,SOUTH,ELECTRONICS,Laptop Pro15,2,1509.77,1843.01
2024-08-26,2024.0,8.0,3.0,Monday,Store-A,EAST,ACCESSORIES,Smartphone X,8,908.89,1016.55
2024-03-02,2024.0,3.0,1.0,Saturday,Store B,EAST,ELECTRONICS,Laptop Pro15,3,1567.91,4703.73
2024-11-10,2024.0,11.0,4.0,Sunday,Store E,WEST,ELECTRONICS,Laptop Pro - 15,4,1634.57,6538.28
2024-11-09,2024.0,11.0,4.0,Saturday,Store D,EAST,ACCESSORIES,Laptop Pro 15,10,1943.84,19438.4
2024-04-25,2024.0,4.0,2.0,Thursday,Store-D,EAST,ELECTRONICS,Tablet Plus,9,656.96,5912.64
2024-01-01,2024.0,1.0,1.0,Monday,Store-A,SOUTH,ACCESSORIES,Smart Phone X,1,612.62,612.62
2024-08-17,2024.0,8.0,3.0,Saturday,Store-A,NORTH,ELECTRONICS,Tablet,4,289.62,1158.48
2024-11-11,2024.0,11.0,4.0,Monday,Store E,NORTH,ACCESSORIES,Laptop Pro 15,1,155.99,2003.89
2024-11-15,2024.0,11.0,4.0,Friday,Store B,WEST,ACCESSORIES,Tablet,6,654.93,1417.18
2024-09-05,2024.0,9.0,3.0,Thursday,Store-E,EAST,ELECTRONICS,Laptop Pro - 15,6,899.19,1145.84
2024-07-19,2024.0,7.0,3.0,Friday,Store C,EAST,ELECTRONICS,Laptop Pro15,8,15.43,123.44
2024-03-30,2024.0,3.0,1.0,Saturday,Store D,WEST,ELECTRONICS,Tablet Plus,4,318.05,4692.16
2024-12-04,2024.0,12.0,4.0,Wednesday,Store D,WEST,ACCESSORIES,Smartfone X,1,471.89,471.89
2024-02-08,2024.0,2.0,1.0,Thursday,Store B,WEST,ACCESSORIES,Laptop Pro - 15,4,19.33,77.32
2024-03-03,2024.0,3.0,1.0,Sunday,Store E,EAST,ELECTRONICS,Laptop Pro - 15,8,1762.87,14102.96
2024-05-06,2024.0,5.0,2.0,Monday,Store-A,SOUTH,ELECTRONICS,Laptop Pro 15,6,443.94,2274.73
2024-08-08,2024.0,8.0,3.0,Thursday,Store C,SOUTH,ACCESSORIES,Smart Phone X,1,1797.24,1797.24
2024-12-24,2024.0,12.0,4.0,Tuesday,Store E,WEST,ELECTRONICS,Ltp Pro 15,3,1379.07,4802.85
2024-12-16,2024.0,12.0,4.0,Monday,Store-D,WEST,ACCESSORIES,Smart Phone X,6,1306.63,7839.78
2024-08-19,2024.0,8.0,3.0,Monday,Store C,WEST,ACCESSORIES,Laptop Pro - 15,9,718.04,6462.36
2024-12-19,2024.0,12.0,4.0,Thursday,Store B,EAST,ELECTRONICS,Smartphone X,7,115.18,806.26
2024-11-04,2024.0,11.0,4.0,Monday,Store A,EAST,ELECTRONICS,Tablet Plus,4,1147.96,4420.33
2024-11-02,2024.0,11.0,4.0,Saturday,Store-E,SOUTH,ACCESSORIES,Laptop Pro - 15,9,251.09,2259.81
2024-05-17,2024.0,5.0,2.0,Friday,Store D,WEST,ACCESSORIES,Laptop Pro - 15,1,361.8,361.8
2024-07-02,2024.0,7.0,3.0,Tuesday,Store D,EAST,ACCESSORIES,Laptop Pro - 15,10,1985.07,3328.67
2024-04-19,2024.0,4.0,2.0,Friday,Store B,SOUTH,ACCESSORIES,Laptop Pro - 15,6,561.88,3371.28
2024-08-18,2024.0,8.0,3.0,Sunday,Store D,EAST,ELECTRONICS,Smartphone X,7,426.55,4896.8
2024-10-27,2024.0,10.0,4.0,Sunday,Store-B,NORTH,ACCESSORIES,Tablet,4,1299.99,3602.62
2024-06-13,2024.0,6.0,2.0,Thursday,Store B,WEST,ELECTRONICS,Tablet,1,981.53,981.53
2024-08-15,2024.0,8.0,3.0,Thursday,Store B,NORTH,ELECTRONICS,Tablet,3,914.72,1946.74
2024-06-08,2024.0,6.0,2.0,Saturday,Store A,EAST,ELECTRONICS,Ltp Pro 15,4,1635.77,4986.96
2024-09-08,2024.0,9.0,3.0,Sunday,Store-C,EAST,ACCESSORIES,Tablet,10,1481.71,14817.1
2024-03-05,2024.0,3.0,1.0,Tuesday,Store D,WEST,ACCESSORIES,Laptop Pro - 15,6,481.43,2888.58
2024-10-04,2024.0,10.0,4.0,Friday,Store B,NORTH,ACCESSORIES,Tablet,4,1913.25,7653.0
2024-11-02,2024.0,11.0,4.0,Saturday,Store-C,EAST,ACCESSORIES,Laptop Pro 15,7,750.54,5253.78
2024-07-03,2024.0,7.0,3.0,Wednesday,Store-C,SOUTH,ELECTRONICS,Tablet Plus,4,1280.27,5121.08
2024-11-30,2024.0,11.0,4.0,Saturday,Store C,NORTH,ELECTRONICS,Tablet,5,504.7,2523.5
2024-04-26,2024.0,4.0,2.0,Friday,Store-D,WEST,ACCESSORIES,Smartfone X,8,1046.66,8373.28
2024-05-30,2024.0,5.0,2.0,Thursday,Store-A,NORTH,ELECTRONICS,Laptop Pro15,7,584.78,4093.46
2024-09-18,2024.0,9.0,3.0,Wednesday,Store E,NORTH,ELECTRONICS,Smartfone X,9,124.51,4189.62
2024-12-11,2024.0,12.0,4.0,Wednesday,Store E,SOUTH,ELECTRONICS,Laptop Pro - 15,9,1756.47,4975.97
2024-10-16,2024.0,10.0,4.0,Wednesday,Store E,EAST,ACCESSORIES,Smart Phone X,10,365.23,3652.3
2024-01-11,2024.0,1.0,1.0,Thursday,Store C,EAST,ELECTRONICS,Laptop Pro15,8,852.67,6821.36
2024-08-27,2024.0,8.0,3.0,Tuesday,Store E,EAST,ACCESSORIES,Smartphone X,10,595.18,5951.8
2024-05-27,2024.0,5.0,2.0,Monday,Store A,SOUTH,ELECTRONICS,Laptop Pro15,8,75.26,3708.17
2024-02-04,2024.0,2.0,1.0,Sunday,Store B,WEST,ELECTRONICS,Smartphone X,2,273.04,546.08
2024-10-30,2024.0,10.0,4.0,Wednesday,Store C,EAST,ELECTRONICS,Smart Phone X,10,1928.41,3980.91
2024-07-19,2024.0,7.0,3.0,Friday,Store A,SOUTH,ACCESSORIES,Laptop Pro15,3,986.16,1511.24
2024-09-20,2024.0,9.0,3.0,Friday,Store-B,WEST,ACCESSORIES,Tablet Plus,6,755.64,4533.84
2024-04-11,2024.0,4.0,2.0,Thursday,Store-D,WEST,ACCESSORIES,Ltp Pro 15,9,1563.9,3025.87
2024-10-20,2024.0,10.0,4.0,Sunday,Store B,SOUTH,ELECTRONICS,Smartphone X,7,463.87,3247.09
2024-10-30,2024.0,10.0,4.0,Wednesday,Store E,SOUTH,ELECTRONICS,Laptop Pro - 15,9,216.48,1948.32
2024-09-05,2024.0,9.0,3.0,Thursday,Store C,EAST,ELECTRONICS,Tablet,6,1138.24,6829.44
2024-11-21,2024.0,11.0,4.0,Thursday,Store-D,EAST,ACCESSORIES,Tablet,10,1302.04,4812.43
2024-03-02,2024.0,3.0,1.0,Saturday,Store A,EAST,ELECTRONICS,Tablet Plus,5,612.8,3064.0
2024-07-28,2024.0,7.0,3.0,Sunday,Store E,EAST,ELECTRONICS,Laptop Pro 15,7,502.65,3518.55
2024-05-09,2024.0,5.0,2.0,Thursday,Store-B,WEST,ELECTRONICS,Ltp Pro 15,5,291.0,1455.0
2024-09-15,2024.0,9.0,3.0,Sunday,Store-E,NORTH,ELECTRONICS,Laptop Pro - 15,1,1666.12,1666.12
2024-09-17,2024.0,9.0,3.0,Tuesday,Store C,SOUTH,ACCESSORIES,Laptop Pro15,7,1557.15,10900.05
2024-09-14,2024.0,9.0,3.0,Saturday,Store D,WEST,ELECTRONICS,Laptop Pro 15,10,1829.54,1093.0
2024-03-23,2024.0,3.0,1.0,Saturday,Store-E,WEST,ACCESSORIES,Ltp Pro 15,10,1552.56,4596.66
2024-04-11,2024.0,4.0,2.0,Thursday,Store C,EAST,ELECTRONICS,Laptop Pro15,7,895.63,6269.41
2024-10-25,2024.0,10.0,4.0,Friday,Store-C,WEST,ELECTRONICS,Laptop Pro 15,4,239.33,957.32
2024-10-06,2024.0,10.0,4.0,Sunday,Store C,WEST,ELECTRONICS,Laptop Pro - 15,5,1614.2,8071.0
2024-12-30,2024.0,12.0,4.0,Monday,Store A,SOUTH,ELECTRONICS,Smart Phone X,3,1468.83,4406.49
2024-02-29,2024.0,2.0,1.0,Thursday,Store-D,EAST,ELECTRONICS,Tablet Plus,4,296.63,3088.34
2024-01-02,2024.0,1.0,1.0,Tuesday,Store-A,WEST,ACCESSORIES,Smartfone X,3,1040.68,3122.04
2024-08-26,2024.0,8.0,3.0,Monday,Store A,WEST,ACCESSORIES,Laptop Pro 15,6,566.41,3398.46
2024-11-12,2024.0,11.0,4.0,Tuesday,Store-D,EAST,ELECTRONICS,Smart Phone X,7,1922.67,13458.69
2024-03-16,2024.0,3.0,1.0,Saturday,Store A,NORTH,ELECTRONICS,Smart Phone X,4,1973.15,7892.6
2024-06-16,2024.0,6.0,2.0,Sunday,Store-B,SOUTH,ELECTRONICS,Laptop Pro15,10,1922.91,19229.1
2024-12-11,2024.0,12.0,4.0,Wednesday,Store D,EAST,ACCESSORIES,Laptop Pro15,1,1007.22,544.87
2024-03-03,2024.0,3.0,1.0,Sunday,Store-E,NORTH,ACCESSORIES,Smartphone X,8,1342.83,10742.64
2024-05-21,2024.0,5.0,2.0,Tuesday,Store-E,EAST,ELECTRONICS,Laptop Pro - 15,7,1516.2,10613.4
2024-05-28,2024.0,5.0,2.0,Tuesday,Store A,EAST,ELECTRONICS,Smartphone X,8,1841.64,14733.12
2024-05-26,2024.0,5.0,2.0,Sunday,Store E,WEST,ELECTRONICS,Laptop Pro 15,1,848.29,848.29
2024-03-12,2024.0,3.0,1.0,Tuesday,Store-D,WEST,ACCESSORIES,Smart Phone X,5,1454.12,2378.34
2024-07-14,2024.0,7.0,3.0,Sunday,Store C,EAST,ELECTRONICS,Laptop Pro 15,8,749.49,4165.05
2024-02-16,2024.0,2.0,1.0,Friday,Store-A,EAST,ACCESSORIES,Laptop Pro - 15,6,1949.15,11694.9
2024-01-02,2024.0,1.0,1.0,Tuesday,Store C,SOUTH,ACCESSORIES,Smartphone X,1,1532.92,4230.29
2024-04-20,2024.0,4.0,2.0,Saturday,Store-B,NORTH,ACCESSORIES,Laptop Pro 15,7,1856.09,4923.62
2024-11-19,2024.0,11.0,4.0,Tuesday,Store A,NORTH,ELECTRONICS,Laptop Pro15,8,1299.99,10399.92
2024-01-22,2024.0,1.0,1.0,Monday,Store-A,SOUTH,ACCESSORIES,Tablet Plus,3,1299.99,2490.14
2024-10-23,2024.0,10.0,4.0,Wednesday,Store C,EAST,ELECTRONICS,Laptop Pro 15,3,17.88,53.64
2024-03-14,2024.0,3.0,1.0,Thursday,Store B,SOUTH,ELECTRONICS,Laptop Pro 15,6,1143.7,6862.2
2024-08-26,2024.0,8.0,3.0,Monday,Store C,SOUTH,ELECTRONICS,Laptop Pro15,7,990.01,6930.07
2024-11-27,2024.0,11.0,4.0,Wednesday,Store-E,WEST,ELECTRONICS,Laptop Pro - 15,4,771.1,2516.84
2024-03-10,2024.0,3.0,1.0,Sunday,Store D,EAST,ACCESSORIES,Smartfone X,10,153.53,1535.3
2024-08-08,2024.0,8.0,3.0,Thursday,Store D,SOUTH,ACCESSORIES,Tablet Plus,7,1355.3,4625.79
2024-10-31,2024.0,10.0,4.0,Thursday,Store E,EAST,ELECTRONICS,Laptop Pro15,5,180.96,906.78
2024-01-21,2024.0,1.0,1.0,Sunday,Store A,NORTH,ACCESSORIES,Laptop Pro15,9,1178.2,10603.8
2024-05-16,2024.0,5.0,2.0,Thursday,Store A,SOUTH,ACCESSORIES,Smartphone X,1,1412.79,1412.79
2024-07-27,2024.0,7.0,3.0,Saturday,Store D,NORTH,ACCESSORIES,Ltp Pro 15,2,1209.15,2418.3
2024-03-26,2024.0,3.0,1.0,Tuesday,Store-E,SOUTH,ELECTRONICS,Smartfone X,6,824.73,4948.38
2024-09-15,2024.0,9.0,3.0,Sunday,Store-E,SOUTH,ELECTRONICS,Laptop Pro 15,2,760.51,1521.02
2024-11-21,2024.0,11.0,4.0,Thursday,Store E,WEST,ELECTRONICS,Laptop Pro - 15,10,550.28,5502.8
2024-07-10,2024.0,7.0,3.0,Wednesday,Store E,NORTH,ACCESSORIES,Tablet Plus,8,647.66,4875.75
2024-01-07,2024.0,1.0,1.0,Sunday,Store A,NORTH,ACCESSORIES,Smartfone X,7,617.13,634.03
2024-12-26,2024.0,12.0,4.0,Thursday,Store C,EAST,ELECTRONICS,Smartfone X,9,1693.99,1457.64
2024-02-26,2024.0,2.0,1.0,Monday,Store A,SOUTH,ELECTRONICS,Tablet Plus,4,991.64,3966.56
2024-07-14,2024.0,7.0,3.0,Sunday,Store A,EAST,ELECTRONICS,Tablet,9,1303.37,11730.33
2024-03-22,2024.0,3.0,1.0,Friday,Store-D,EAST,ACCESSORIES,Tablet,7,1384.71,9692.97
2024-09-27,2024.0,9.0,3.0,Friday,Store-B,WEST,ACCESSORIES,Smart Phone X,1,445.55,3653.48
2024-07-24,2024.0,7.0,3.0,Wednesday,Store E,WEST,ACCESSORIES,Smart Phone X,99,1834.55,181620.45
2024-06-08,2024.0,6.0,2.0,Saturday,Store-E,SOUTH,ELECTRONICS,Smartfone X,8,914.48,3936.19
