sale_date,store,region,product_name,category,unit_price,quantity,total_sales,notes,last_update,sale_year,sale_month,sale_quarter,weekday
,Store E,EAST,Laptop Pro15,ELECTRONICS,1618.82,6,9712.92,check later,2024-05-05 00:00,,,,
,Store D,NORTH,Laptop Pro - 15,ACCESSORIES,1912.16,6,11472.960000000001,,2024-03-24 00:00,,,,
,Store A,WEST,Smartphone X,,522.1,6,3132.6000000000004,,08/19/2024 12:00 AM,,,,
2024-11-11,Store B,EAST,Tablet,ACCESSORIES,888.04,10,8880.4,check later,01/18/2024 12:00 AM,2024.0,11.0,4.0,Monday
,Store A,NORTH,Laptop Pro - 15,ELECTRONICS,60.71,8,485.68,urgent,2024-12-18 00:00,,,,
,Store-A,NORTH,Smartfone X,ELECTRONICS,1983.18,2,3966.36,check later,01/09/2024 12:00 AM,,,,
,Store C,WEST,Smartfone X,ACCESSORIES,1243.16,3,3729.4800000000005,promo applied,06/10/2024 12:00 AM,,,,
2024-10-01,Store C,SOUTH,Laptop Pro - 15,ELECTRONICS,1489.73,3,4469.1900000000005,,05/23/2024 12:00 AM,2024.0,10.0,4.0,Tuesday
,Store D,,Tablet,ELECTRONICS,1950.45,4,7801.8,promo applied,11/23/2024 12:00 AM,,,,
,Store A,WEST,Smart Phone X,ACCESSORIES,1993.69,6,11962.14,,2024-10-02 00:00,,,,
2024-06-20,Store C,EAST,Smart Phone X,ACCESSORIES,838.89,3,2516.67,check later,12/13/2024 12:00 AM,2024.0,6.0,2.0,Thursday
2024-04-13,Store B,NORTH,Tablet Plus,ELECTRONICS,1584.79,8,12678.32,urgent,,2024.0,4.0,2.0,Saturday
,Store-B,NORTH,Tablet Plus,ACCESSORIES,1769.87,3,5309.61,promo applied,2024-04-12 00:00,,,,
2024-10-13,Store-A,EAST,Smart Phone X,ACCESSORIES,87.62,6,525.72,,2024-02-25 00:00,2024.0,10.0,4.0,Sunday
,Store-E,SOUTH,Tablet,ACCESSORIES,817.96,7,5725.72,manual override,2024-12-27 00:00,,,,
,Store-E,SOUTH,Smartphone X,ACCESSORIES,639.7,6,3838.2000000000003,urgent,09/25/2024 12:00 AM,,,,
,Store-B,NORTH,Laptop Pro 15,ELECTRONICS,255.71,9,2301.39,promo applied,06/04/2024 12:00 AM,,,,
,Store A,SOUTH,Smartphone X,ELECTRONICS,1864.8,5,9324.0,,2024-04-05 00:00,,,,
,Store E,WEST,Laptop Pro 15,ELECTRONICS,577.95,7,4045.6500000000005,manual override,,,,,
,Store-A,SOUTH,Laptop Pro 15,ELECTRONICS,856.88,7,5998.16,manual override,2024-02-13 00:00,,,,
2024-01-24,Store-D,NORTH,Tablet,ACCESSORIES,633.62,10,6336.2,urgent,06/08/2024 12:00 AM,2024.0,1.0,1.0,Wednesday
,Store B,,Tablet,ACCESSORIES,1035.58,2,2071.16,promo applied,2024-08-06 00:00,,,,
2024-10-22,Store-E,WEST,Ltp Pro 15,ELECTRONICS,479.64,3,1438.92,promo applied,10/16/2024 12:00 AM,2024.0,10.0,4.0,Tuesday
,Store-D,WEST,Laptop Pro15,ACCESSORIES,1951.22,8,15609.76,promo applied,01/04/2024 12:00 AM,,,,
,Store B,,Smart Phone X,ELECTRONICS,98.87,4,395.48,urgent,2024-06-06 00:00,,,,
2024-07-02,Store E,NORTH,Laptop Pro15,ELECTRONICS,1782.8,2,3565.6,,2024-11-23 00:00,2024.0,7.0,3.0,Tuesday
,Store E,,Smartphone X,ELECTRONICS,1119.71,5,5598.55,manual override,11/26/2024 12:00 AM,,,,
,Store-B,SOUTH,Laptop Pro 15,ELECTRONICS,651.4,10,6514.0,,2024-10-15 00:00,,,,
2024-10-14,Store C,SOUTH,Laptop Pro - 15,ELECTRONICS,1486.26,1,1486.26,,,2024.0,10.0,4.0,Monday
,Store-B,NORTH,Tablet Plus,ACCESSORIES,940.59,7,6584.13,promo applied,2024-01-30 00:00,,,,
,Store-D,EAST,Tablet Plus,ACCESSORIES,1698.24,10,16982.4,urgent,,,,,
2024-12-12,Store E,EAST,Smartfone X,ACCESSORIES,1675.56,8,13404.48,urgent,10/02/2024 12:00 AM,2024.0,12.0,4.0,Thursday
,Store E,SOUTH,Ltp Pro 15,ACCESSORIES,1351.08,9,12159.72,check later,2024-04-01 00:00,,,,
,Store-C,SOUTH,Ltp Pro 15,ACCESSORIES,1238.77,6,7432.62,,03/29/2024 12:00 AM,,,,
,Store-C,WEST,Smartfone X,ACCESSORIES,1341.43,2,2682.86,check later,2024-04-25 00:00,,,,
,Store D,NORTH,Tablet Plus,ELECTRONICS,321.05,4,1284.2,urgent,03/19/2024 12:00 AM,,,,
,Store A,NORTH,Laptop Pro 15,ACCESSORIES,1598.99,2,3197.98,check later,2024-03-20 00:00,,,,
2024-10-19,Store-B,WEST,Smartfone X,ACCESSORIES,1905.55,10,19055.5,,04/05/2024 12:00 AM,2024.0,10.0,4.0,Saturday
,Store E,,Laptop Pro 15,ELECTRONICS,531.45,8,4251.6,,12/14/2024 12:00 AM,,,,
2024-11-21,Store-A,WEST,Laptop Pro - 15,ELECTRONICS,1413.87,7,9897.09,urgent,08/28/2024 12:00 AM,2024.0,11.0,4.0,Thursday
,Store D,WEST,Tablet Plus,ELECTRONICS,1531.37,7,10719.59,check later,,,,,
2024-05-29,Store C,NORTH,Smart Phone X,,556.06,3,1668.1799999999998,,2024-03-29 00:00,2024.0,5.0,2.0,Wednesday
,Store A,NORTH,Laptop Pro - 15,ELECTRONICS,161.51,9,1453.59,,2024-09-01 00:00,,,,
,Store E,,Smartfone X,ACCESSORIES,1921,5,9605.0,,05/26/2024 12:00 AM,,,,
2024-12-13,Store B,,Smartfone X,ELECTRONICS,1636.83,7,11457.81,urgent,02/18/2024 12:00 AM,2024.0,12.0,4.0,Friday
,Store C,NORTH,Smart Phone X,ELECTRONICS,745.47,3,2236.41,,2024-11-01 00:00,,,,
,Store-D,SOUTH,Tablet,,44.44,1,44.44,urgent,02/28/2024 12:00 AM,,,,
,Store E,NORTH,Laptop Pro15,ACCESSORIES,492.02,7,3444.14,urgent,2024-10-15 00:00,,,,
2024-03-13,Store D,EAST,Smartphone X,,186.78,2,373.56,,2024-06-18 00:00,2024.0,3.0,1.0,Wednesday
2024-02-21,Store B,EAST,Tablet,ELECTRONICS,1694.23,4,6776.92,urgent,2024-01-26 00:00,2024.0,2.0,1.0,Wednesday
2024-05-27,Store-B,NORTH,Ltp Pro 15,ACCESSORIES,1206.59,10,12065.9,check later,07/19/2024 12:00 AM,2024.0,5.0,2.0,Monday
,Store B,WEST,Smartphone X,ACCESSORIES,1205.97,7,8441.79,promo applied,03/10/2024 12:00 AM,,,,
,Store B,,Laptop Pro - 15,ACCESSORIES,1213.62,7,8495.34,promo applied,2024-11-10 00:00,,,,
,Store B,,Smart Phone X,,671.83,3,2015.4900000000002,,01/19/2024 12:00 AM,,,,
,Store A,SOUTH,Tablet,ELECTRONICS,1138.95,5,5694.75,,2024-08-06 00:00,,,,
,Store D,WEST,Tablet Plus,ACCESSORIES,1253.48,6,7520.88,promo applied,04/18/2024 12:00 AM,,,,
,Store A,WEST,Tablet Plus,ELECTRONICS,94.97,2,189.94,promo applied,2024-11-07 00:00,,,,
2024-07-21,Store B,EAST,Laptop Pro15,ACCESSORIES,1437.91,8,11503.28,,11/24/2024 12:00 AM,2024.0,7.0,3.0,Sunday
,Store E,SOUTH,Laptop Pro - 15,ACCESSORIES,1112.72,8,8901.76,,2024-11-27 00:00,,,,
2024-02-29,Store E,NORTH,Ltp Pro 15,ELECTRONICS,309.68,4,1238.72,,2024-11-28 00:00,2024.0,2.0,1.0,Thursday
,Store-C,EAST,Laptop Pro - 15,ACCESSORIES,551.97,7,3863.79,,08/13/2024 12:00 AM,,,,
2024-03-23,Store B,SOUTH,Tablet,ACCESSORIES,683.9,6,4103.4,promo applied,2024-01-22 00:00,2024.0,3.0,1.0,Saturday
,Store C,,Laptop Pro15,ACCESSORIES,407,4,1628.0,check later,2024-04-17 00:00,,,,
2024-11-03,Store C,,Smartfone X,ELECTRONICS,1276.76,2,2553.52,,02/13/2024 12:00 AM,2024.0,11.0,4.0,Sunday
,Store-D,EAST,Laptop Pro 15,,784.19,9,7057.710000000001,manual override,2024-07-15 00:00,,,,
,Store D,NORTH,Smartfone X,ACCESSORIES,1609.46,3,4828.38,urgent,01/08/2024 12:00 AM,,,,
,Store C,WEST,Smart Phone X,ELECTRONICS,183.26,9,1649.34,urgent,05/15/2024 12:00 AM,,,,
,Store-B,WEST,Tablet Plus,ELECTRONICS,1121.16,10,11211.6,,2024-11-08 00:00,,,,
,Store-E,SOUTH,Smart Phone X,,562.6,1,562.6,check later,,,,,
2024-06-16,Store E,WEST,Tablet Plus,ACCESSORIES,1396.17,5,6980.85,manual override,04/29/2024 12:00 AM,2024.0,6.0,2.0,Sunday
,Store A,SOUTH,Tablet Plus,ACCESSORIES,1079.68,3,3239.04,,2024-03-07 00:00,,,,
2024-10-02,Store-D,EAST,Smart Phone X,ELECTRONICS,646.85,9,5821.650000000001,,2024-03-16 00:00,2024.0,10.0,4.0,Wednesday
2024-01-07,Store-B,SOUTH,Tablet Plus,ACCESSORIES,1572.59,9,14153.31,,2024-11-19 00:00,2024.0,1.0,1.0,Sunday
,Store E,WEST,Smartphone X,ACCESSORIES,1475.39,7,10327.730000000001,promo applied,12/26/2024 12:00 AM,,,,
2024-07-06,Store E,,Laptop Pro - 15,,68.85,1,68.85,manual override,2024-10-20 00:00,2024.0,7.0,3.0,Saturday
,Store C,SOUTH,Smartphone X,ELECTRONICS,862.26,1,862.26,manual override,2024-02-15 00:00,,,,
,Store E,WEST,Tablet,ELECTRONICS,13.38,2,26.76,check later,03/29/2024 12:00 AM,,,,
,Store A,EAST,Smart Phone X,ACCESSORIES,1343.45,4,5373.8,manual override,02/07/2024 12:00 AM,,,,
,Store-B,SOUTH,Laptop Pro 15,ACCESSORIES,600.56,3,1801.6799999999998,,2024-08-02 00:00,,,,
2024-01-27,Store-C,EAST,Laptop Pro 15,ACCESSORIES,558.6,2,1117.2,promo applied,02/14/2024 12:00 AM,2024.0,1.0,1.0,Saturday
,Store B,WEST,Laptop Pro 15,ACCESSORIES,1632.57,10,16325.699999999999,,05/28/2024 12:00 AM,,,,
,Store-C,WEST,Laptop Pro15,ELECTRONICS,446.86,5,2234.3,check later,05/24/2024 12:00 AM,,,,
,Store-E,WEST,Laptop Pro 15,ELECTRONICS,747.2,2,1494.4,urgent,12/02/2024 12:00 AM,,,,
,Store-A,,Smartfone X,ACCESSORIES,1739.47,3,5218.41,,2024-10-01 00:00,,,,
,Store-E,SOUTH,Laptop Pro15,,1960.41,7,13722.87,,2024-10-18 00:00,,,,
,Store D,,Tablet Plus,ELECTRONICS,650.65,1,650.65,,2024-01-21 00:00,,,,
2024-08-15,Store D,WEST,Tablet Plus,ACCESSORIES,1073.47,2,2146.94,,2024-11-19 00:00,2024.0,8.0,3.0,Thursday
,Store C,EAST,Laptop Pro 15,ELECTRONICS,1033.84,4,4135.36,urgent,2024-10-10 00:00,,,,
,Store-D,EAST,Laptop Pro15,ACCESSORIES,1686.52,9,15178.68,,2024-02-16 00:00,,,,
,Store-B,WEST,Smart Phone X,ACCESSORIES,116.72,7,817.04,,06/01/2024 12:00 AM,,,,
,Store B,NORTH,Tablet,,1840.83,10,18408.3,,2024-03-28 00:00,,,,
,Store E,NORTH,Laptop Pro15,ACCESSORIES,163.52,3,490.56000000000006,,2024-05-03 00:00,,,,
,Store E,WEST,Smartphone X,ACCESSORIES,1953.31,6,11719.86,,03/09/2024 12:00 AM,,,,
,Store E,EAST,Tablet,ELECTRONICS,305.27,10,3052.7,manual override,2024-11-23 00:00,,,,
,Store D,NORTH,Smartphone X,ACCESSORIES,89.08,3,267.24,check later,2024-03-02 00:00,,,,
2024-12-11,Store C,SOUTH,Ltp Pro 15,ELECTRONICS,1562.03,4,6248.12,urgent,2024-05-27 00:00,2024.0,12.0,4.0,Wednesday
,Store B,NORTH,Smartfone X,ACCESSORIES,1338.18,6,8029.08,,01/18/2024 12:00 AM,,,,
,Store-B,EAST,Smart Phone X,ELECTRONICS,326.48,3,979.44,,01/01/2024 12:00 AM,,,,
,Store-D,NORTH,Smart Phone X,ACCESSORIES,1813.78,7,12696.46,,08/19/2024 12:00 AM,,,,
,Store A,NORTH,Ltp Pro 15,,1842.24,7,12895.68,,2024-08-30 00:00,,,,
,Store E,WEST,Ltp Pro 15,ELECTRONICS,1346.88,9,12121.920000000002,check later,2024-09-19 00:00,,,,
2024-12-24,Store E,SOUTH,Smartphone X,ELECTRONICS,1331.27,8,10650.16,manual override,,2024.0,12.0,4.0,Tuesday
2024-11-04,Store D,SOUTH,Tablet Plus,,1312.72,8,10501.76,check later,2024-08-05 00:00,2024.0,11.0,4.0,Monday
,Store A,EAST,Tablet Plus,ELECTRONICS,1788.01,6,10728.06,check later,03/01/2024 12:00 AM,,,,
2024-10-13,Store-C,NORTH,Smart Phone X,ELECTRONICS,1593.69,8,12749.52,,2024-03-16 00:00,2024.0,10.0,4.0,Sunday
,Store B,NORTH,Smartfone X,ELECTRONICS,1370.35,7,9592.449999999999,promo applied,11/04/2024 12:00 AM,,,,
,Store A,NORTH,Tablet Plus,,911.86,5,4559.3,check later,06/11/2024 12:00 AM,,,,
,Store B,,Smart Phone X,ACCESSORIES,1611.1,7,11277.699999999999,check later,06/30/2024 12:00 AM,,,,
,Store B,WEST,Laptop Pro 15,ELECTRONICS,692.69,10,6926.900000000001,urgent,2024-10-29 00:00,,,,
,Store-C,NORTH,Smartfone X,ACCESSORIES,1978.16,3,5934.4800000000005,,06/08/2024 12:00 AM,,,,
,Store C,WEST,Smartfone X,ACCESSORIES,269.67,5,1348.3500000000001,manual override,08/26/2024 12:00 AM,,,,
,Store C,WEST,Smartphone X,ACCESSORIES,1759.88,2,3519.76,check later,03/27/2024 12:00 AM,,,,
2024-08-19,Store-B,,Smart Phone X,ACCESSORIES,1385.78,1,1385.78,,02/29/2024 12:00 AM,2024.0,8.0,3.0,Monday
,Store-D,SOUTH,Laptop Pro 15,ELECTRONICS,1445.74,1,1445.74,promo applied,08/31/2024 12:00 AM,,,,
2024-12-03,Store-B,WEST,Smartphone X,ELECTRONICS,352.36,2,704.72,urgent,11/03/2024 12:00 AM,2024.0,12.0,4.0,Tuesday
,Store C,WEST,Tablet Plus,,889.87,2,1779.74,urgent,2024-11-04 00:00,,,,
,Store B,SOUTH,Laptop Pro15,ACCESSORIES,1236.51,1,1236.51,,07/07/2024 12:00 AM,,,,
2024-05-15,Store E,WEST,Smart Phone X,ELECTRONICS,1197.48,3,3592.44,promo applied,2024-07-14 00:00,2024.0,5.0,2.0,Wednesday
2024-07-10,Store A,EAST,Laptop Pro - 15,ACCESSORIES,650.38,3,1951.1399999999999,,08/15/2024 12:00 AM,2024.0,7.0,3.0,Wednesday
,Store-E,WEST,Smart Phone X,ACCESSORIES,1077.44,3,3232.32,promo applied,02/15/2024 12:00 AM,,,,
,Store C,NORTH,Laptop Pro15,ELECTRONICS,1765.13,6,10590.78,manual override,2024-03-01 00:00,,,,
,Store B,NORTH,Laptop Pro 15,ELECTRONICS,1446.76,5,7233.8,promo applied,2024-12-20 00:00,,,,
,Store-C,WEST,Smart Phone X,,664.19,5,3320.9500000000003,,05/26/2024 12:00 AM,,,,
,Store-A,SOUTH,Smartfone X,ELECTRONICS,1488.04,6,8928.24,,09/02/2024 12:00 AM,,,,
,Store D,SOUTH,Laptop Pro15,ELECTRONICS,261.81,3,785.4300000000001,promo applied,05/04/2024 12:00 AM,,,,
2024-10-19,Store-E,NORTH,Laptop Pro 15,ELECTRONICS,1576.44,5,7882.200000000001,promo applied,,2024.0,10.0,4.0,Saturday
,Store E,EAST,Laptop Pro15,ELECTRONICS,1809.33,9,16283.97,check later,2024-07-25 00:00,,,,
,Store-A,SOUTH,Laptop Pro15,ELECTRONICS,1221.3,10,12213.0,,10/08/2024 12:00 AM,,,,
,Store E,,Ltp Pro 15,ACCESSORIES,208.1,10,2081.0,,11/24/2024 12:00 AM,,,,
2024-05-08,Store B,EAST,Laptop Pro - 15,ACCESSORIES,1197.89,7,8385.230000000001,manual override,2024-02-18 00:00,2024.0,5.0,2.0,Wednesday
,Store C,NORTH,Laptop Pro 15,ACCESSORIES,372.44,2,744.88,promo applied,11/07/2024 12:00 AM,,,,
,Store E,EAST,Laptop Pro - 15,ACCESSORIES,776.18,5,3880.8999999999996,,2024-09-29 00:00,,,,
,Store B,,Ltp Pro 15,,72.1,10,721.0,check later,07/06/2024 12:00 AM,,,,
,Store C,EAST,Tablet,ELECTRONICS,1039.27,1,1039.27,check later,,,,,
,Store A,WEST,Ltp Pro 15,ACCESSORIES,1241.75,10,12417.5,,03/21/2024 12:00 AM,,,,
,Store C,SOUTH,Tablet,ELECTRONICS,596.71,6,3580.26,,,,,,
,Store-C,NORTH,Smartfone X,ACCESSORIES,1951.53,7,13660.71,manual override,07/11/2024 12:00 AM,,,,
,Store A,EAST,Laptop Pro - 15,ACCESSORIES,1824.88,9,16423.920000000002,manual override,12/11/2024 12:00 AM,,,,
2024-06-19,Store E,SOUTH,Tablet Plus,ACCESSORIES,1846.62,2,3693.24,check later,05/29/2024 12:00 AM,2024.0,6.0,2.0,Wednesday
2024-01-21,Store-A,NORTH,Laptop Pro - 15,ELECTRONICS,94.09,3,282.27,check later,,2024.0,1.0,1.0,Sunday
,Store C,EAST,Smart Phone X,,1989.83,7,13928.81,,2024-11-08 00:00,,,,
,Store-D,,Smartphone X,ACCESSORIES,1422.77,8,11382.16,,2024-05-09 00:00,,,,
,Store C,EAST,Smartphone X,ACCESSORIES,715.62,1,715.62,promo applied,2024-05-22 00:00,,,,
2024-02-19,Store E,SOUTH,Tablet Plus,ELECTRONICS,1501.4,2,3002.8,,2024-12-27 00:00,2024.0,2.0,1.0,Monday
,Store-C,WEST,Laptop Pro 15,ACCESSORIES,1147.26,2,2294.52,,2024-09-24 00:00,,,,
,Store B,NORTH,Smartfone X,ELECTRONICS,1031.64,5,5158.200000000001,,,,,,
,Store-D,NORTH,Laptop Pro - 15,ELECTRONICS,384.37,7,2690.59,manual override,2024-01-15 00:00,,,,
,Store D,SOUTH,Smartphone X,ELECTRONICS,686.12,5,3430.6,check later,,,,,
,Store B,WEST,Laptop Pro 15,,1050.19,2,2100.38,promo applied,2024-10-25 00:00,,,,
,Store B,WEST,Laptop Pro - 15,,1994.6,2,3989.2,promo applied,2024-06-06 00:00,,,,
,Store-E,,Laptop Pro 15,ACCESSORIES,840.98,1,840.98,urgent,06/11/2024 12:00 AM,,,,
,Store-D,WEST,Laptop Pro 15,ELECTRONICS,1368.32,9,12314.88,,2024-06-19 00:00,,,,
,Store-A,,Tablet,ELECTRONICS,252.85,8,2022.8,,2024-03-20 00:00,,,,
,Store B,SOUTH,Smartfone X,ACCESSORIES,411.73,1,411.73,urgent,06/05/2024 12:00 AM,,,,
,Store C,,Laptop Pro - 15,ELECTRONICS,1378.39,5,6891.950000000001,urgent,2024-01-22 00:00,,,,
,Store-E,NORTH,Tablet,ACCESSORIES,542.03,2,1084.06,,2024-01-12 00:00,,,,
,Store B,WEST,Tablet,ACCESSORIES,1989.2,1,1989.2,,2024-02-12 00:00,,,,
,Store E,EAST,Laptop Pro 15,ELECTRONICS,1491.89,7,10443.230000000001,,2024-03-29 00:00,,,,
,Store C,EAST,Laptop Pro 15,ELECTRONICS,696.68,2,1393.36,urgent,08/27/2024 12:00 AM,,,,
,Store A,SOUTH,Laptop Pro 15,ELECTRONICS,345.98,7,2421.86,,12/21/2024 12:00 AM,,,,
,Store A,NORTH,Tablet,ACCESSORIES,743.9,5,3719.5,urgent,02/03/2024 12:00 AM,,,,
2024-10-18,Store D,WEST,Smartfone X,ELECTRONICS,1313.79,8,10510.32,promo applied,2024-12-12 00:00,2024.0,10.0,4.0,Friday
,Store A,WEST,Laptop Pro - 15,ACCESSORIES,801.24,6,4807.4400000000005,,2024-04-14 00:00,,,,
,Store A,EAST,Laptop Pro - 15,ACCESSORIES,1795.55,2,3591.1,check later,10/20/2024 12:00 AM,,,,
,Store-A,WEST,Laptop Pro - 15,ACCESSORIES,1207.15,4,4828.6,,2024-07-04 00:00,,,,
2024-03-16,Store B,EAST,Ltp Pro 15,,689.5,5,3447.5,urgent,2024-07-28 00:00,2024.0,3.0,1.0,Saturday
,Store A,EAST,Laptop Pro15,ELECTRONICS,1040.73,2,2081.46,,2024-12-30 00:00,,,,
,Store-A,,Smart Phone X,ELECTRONICS,1457,7,10199.0,promo applied,2024-03-10 00:00,,,,
2024-01-31,Store-E,WEST,Ltp Pro 15,ELECTRONICS,63.96,8,511.68,promo applied,2024-06-28 00:00,2024.0,1.0,1.0,Wednesday
2024-02-12,Store-B,SOUTH,Laptop Pro15,ELECTRONICS,1695.85,10,16958.5,,,2024.0,2.0,1.0,Monday
,Store D,,Laptop Pro - 15,ELECTRONICS,720.83,4,2883.32,manual override,2024-09-22 00:00,,,,
,Store-B,WEST,Laptop Pro15,ELECTRONICS,999.58,5,4997.900000000001,urgent,2024-01-04 00:00,,,,
2024-04-01,Store C,NORTH,Smartfone X,ACCESSORIES,242.94,2,485.88,check later,2024-08-24 00:00,2024.0,4.0,2.0,Monday
,Store C,WEST,Tablet,,1612.07,1,1612.07,manual override,10/01/2024 12:00 AM,,,,
,Store B,EAST,Tablet Plus,ACCESSORIES,54.25,5,271.25,,2024-09-29 00:00,,,,
,Store A,,Smart Phone X,ELECTRONICS,1967,2,3934.0,,08/16/2024 12:00 AM,,,,
,Store B,NORTH,Smart Phone X,ELECTRONICS,646.29,10,6462.9,,2024-05-01 00:00,,,,
,Store C,,Ltp Pro 15,,247.12,10,2471.2,,03/10/2024 12:00 AM,,,,
,Store E,EAST,Laptop Pro - 15,ELECTRONICS,568.52,4,2274.08,urgent,04/18/2024 12:00 AM,,,,
2024-06-18,Store-A,SOUTH,Tablet,ACCESSORIES,1288.48,4,5153.92,,2024-03-31 00:00,2024.0,6.0,2.0,Tuesday
,Store-B,NORTH,Smartfone X,ACCESSORIES,1765.53,10,17655.3,manual override,2024-02-11 00:00,,,,
,Store-C,WEST,Smartphone X,ELECTRONICS,1264.71,2,2529.42,,01/06/2024 12:00 AM,,,,
,Store-E,NORTH,Ltp Pro 15,ELECTRONICS,289.95,5,1449.75,manual override,,,,,
2024-06-15,Store B,SOUTH,Laptop Pro15,,1666.41,4,6665.64,,2024-04-25 00:00,2024.0,6.0,2.0,Saturday
,Store A,NORTH,Ltp Pro 15,ACCESSORIES,295.14,9,2656.2599999999998,check later,2024-12-22 00:00,,,,
,Store C,SOUTH,Laptop Pro - 15,,1364.51,2,2729.02,manual override,,,,,
2024-09-05,Store D,SOUTH,Ltp Pro 15,ELECTRONICS,901.01,8,7208.08,,2024-03-18 00:00,2024.0,9.0,3.0,Thursday
,Store-E,NORTH,Smartphone X,ACCESSORIES,1642.15,10,16421.5,manual override,03/13/2024 12:00 AM,,,,
,Store D,EAST,Smart Phone X,ACCESSORIES,339.14,6,2034.84,urgent,2024-03-05 00:00,,,,
,Store-E,EAST,Tablet,ELECTRONICS,1497.57,5,7487.849999999999,urgent,03/20/2024 12:00 AM,,,,
,Store-D,EAST,Smart Phone X,ACCESSORIES,1590.55,6,9543.3,,2024-02-21 00:00,,,,
,Store-E,SOUTH,Smartfone X,ACCESSORIES,1993.67,7,13955.69,,2024-11-24 00:00,,,,
,Store E,NORTH,Tablet,ELECTRONICS,1564.85,4,6259.4,,2024-05-08 00:00,,,,
,Store-D,NORTH,Smartphone X,ELECTRONICS,1119.95,10,11199.5,promo applied,2024-09-25 00:00,,,,
,Store-D,SOUTH,Laptop Pro15,ELECTRONICS,817.4,7,5721.8,urgent,06/07/2024 12:00 AM,,,,
2024-02-01,Store-B,SOUTH,Tablet,ACCESSORIES,1110.69,10,11106.900000000001,promo applied,2024-06-02 00:00,2024.0,2.0,1.0,Thursday
,Store-D,NORTH,Tablet,ELECTRONICS,241.26,1,241.26,,08/11/2024 12:00 AM,,,,
,Store D,WEST,Laptop Pro 15,ACCESSORIES,1786.38,3,5359.14,manual override,09/10/2024 12:00 AM,,,,
,Store-C,EAST,Smart Phone X,,312.6,9,2813.4,,05/09/2024 12:00 AM,,,,
,Store-B,,Laptop Pro15,ELECTRONICS,969.24,10,9692.4,manual override,2024-01-08 00:00,,,,
2024-11-16,Store E,,Laptop Pro15,ACCESSORIES,1884.77,2,3769.54,,05/30/2024 12:00 AM,2024.0,11.0,4.0,Saturday
,Store B,WEST,Ltp Pro 15,ELECTRONICS,117.46,6,704.76,promo applied,2024-06-24 00:00,,,,
,Store-A,,Smartfone X,ELECTRONICS,1446.18,9,13015.62,,10/04/2024 12:00 AM,,,,
2024-11-04,Store E,EAST,Tablet Plus,ACCESSORIES,1366.63,1,1366.63,urgent,06/03/2024 12:00 AM,2024.0,11.0,4.0,Monday
,Store-D,NORTH,Smart Phone X,ACCESSORIES,188.25,5,941.25,,2024-09-08 00:00,,,,
,Store D,SOUTH,Ltp Pro 15,ACCESSORIES,943.14,5,4715.7,manual override,03/13/2024 12:00 AM,,,,
2024-05-13,Store A,EAST,Ltp Pro 15,ELECTRONICS,794.92,6,4769.5199999999995,promo applied,08/12/2024 12:00 AM,2024.0,5.0,2.0,Monday
,Store-B,EAST,Tablet Plus,ACCESSORIES,983.2,4,3932.8,urgent,2024-04-07 00:00,,,,
2024-06-04,Store E,WEST,Smartfone X,ACCESSORIES,1431.99,5,7159.95,,2024-11-30 00:00,2024.0,6.0,2.0,Tuesday
,Store-A,SOUTH,Tablet,ACCESSORIES,1710.49,3,5131.47,,2024-03-08 00:00,,,,
,Store-D,SOUTH,Laptop Pro 15,ACCESSORIES,548.49,9,4936.41,,2024-11-29 00:00,,,,
,Store E,SOUTH,Laptop Pro15,ACCESSORIES,223.1,3,669.3,manual override,,,,,
,Store A,EAST,Smart Phone X,ELECTRONICS,295.79,8,2366.32,,2024-02-04 00:00,,,,
2024-08-28,Store A,,Laptop Pro - 15,ACCESSORIES,1586.34,10,15863.4,check later,08/27/2024 12:00 AM,2024.0,8.0,3.0,Wednesday
,Store E,SOUTH,Laptop Pro15,ACCESSORIES,365.07,8,2920.56,urgent,09/24/2024 12:00 AM,,,,
,Store B,WEST,Laptop Pro - 15,ACCESSORIES,1916.19,4,7664.76,,11/06/2024 12:00 AM,,,,
,Store C,NORTH,Smartphone X,ELECTRONICS,563.01,4,2252.04,promo applied,,,,,
,Store-B,WEST,Tablet Plus,ELECTRONICS,1164.44,2,2328.88,,11/26/2024 12:00 AM,,,,
2024-10-27,Store-D,NORTH,Smart Phone X,ELECTRONICS,731.12,1,731.12,promo applied,2024-05-10 00:00,2024.0,10.0,4.0,Sunday
,Store-D,SOUTH,Laptop Pro15,ELECTRONICS,1913.56,3,5740.68,,2024-05-16 00:00,,,,
,Store E,EAST,Laptop Pro15,ACCESSORIES,1765.36,3,5296.08,,02/27/2024 12:00 AM,,,,
,Store A,EAST,Smartfone X,ELECTRONICS,681.28,4,2725.12,,,,,,
,Store B,WEST,Laptop Pro15,ELECTRONICS,760,4,3040.0,,07/12/2024 12:00 AM,,,,
,Store E,WEST,Smartphone X,,1588.19,6,9529.14,promo applied,,,,,
2024-08-08,Store-C,NORTH,Smart Phone X,ELECTRONICS,744.22,8,5953.76,manual override,,2024.0,8.0,3.0,Thursday
,Store B,SOUTH,Tablet,ELECTRONICS,74.51,10,745.1,check later,2024-11-07 00:00,,,,
2024-03-05,Store-D,NORTH,Tablet Plus,,1340.09,2,2680.18,,2024-03-30 00:00,2024.0,3.0,1.0,Tuesday
2024-05-23,Store-E,SOUTH,Smart Phone X,ACCESSORIES,1883.87,2,3767.74,check later,2024-12-08 00:00,2024.0,5.0,2.0,Thursday
